dataset,task_id,method,seed,answer,cost_usd,latency_s,prompt_tokens,completion_tokens,agent_used,reason,error
mmlu,mmlu-631,TrustRoute-StrongestQueried,2,D,2.175e-05,1.577185869216919,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-619,TrustRoute-StrongestQueried,2,D,2.0549999999999998e-05,1.1575102806091309,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-6742,TrustRoute-StrongestQueried,2,B,1.7399999999999996e-05,2.567551851272583,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7856,TrustRoute-StrongestQueried,2,A,1.7249999999999996e-05,1.1564693450927734,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-10158,TrustRoute-StrongestQueried,2,B,2.6099999999999997e-05,1.6475887298583984,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13817,TrustRoute-StrongestQueried,2,B,1.8149999999999997e-05,1.745800495147705,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-9289,TrustRoute-StrongestQueried,2,D,2.6999999999999996e-05,2.066974401473999,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11036,TrustRoute-StrongestQueried,2,A,2.3549999999999996e-05,1.1695053577423096,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-1158,TrustRoute-StrongestQueried,2,C,2.6099999999999997e-05,1.318617582321167,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-6174,TrustRoute-StrongestQueried,2,B,2.3999999999999997e-05,1.5408594608306885,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-10063,TrustRoute-StrongestQueried,2,D,1.9649999999999997e-05,2.284642219543457,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-10327,TrustRoute-StrongestQueried,2,D,2.07e-05,1.796860694885254,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-3075,TrustRoute-StrongestQueried,2,D,1.9649999999999997e-05,1.2602860927581787,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-6177,TrustRoute-StrongestQueried,2,B,1.9199999999999996e-05,1.4637906551361084,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2424,TrustRoute-StrongestQueried,2,B,2.145e-05,1.597510576248169,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13747,TrustRoute-StrongestQueried,2,B,1.7699999999999997e-05,1.5499939918518066,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-8822,TrustRoute-StrongestQueried,2,D,2.6099999999999997e-05,1.1791181564331055,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11290,TrustRoute-StrongestQueried,2,D,4.8599999999999995e-05,1.5722181797027588,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7833,TrustRoute-StrongestQueried,2,D,1.7099999999999996e-05,1.5624287128448486,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11687,TrustRoute-StrongestQueried,2,D,6.599999999999999e-05,1.963388442993164,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-5235,TrustRoute-StrongestQueried,2,D,1.9049999999999995e-05,1.374929666519165,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11175,TrustRoute-StrongestQueried,2,B,5.8949999999999996e-05,2.3773365020751953,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4770,TrustRoute-StrongestQueried,2,D,2.8049999999999994e-05,1.1764309406280518,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4589,TrustRoute-StrongestQueried,2,A,2.2499999999999995e-05,1.6776809692382812,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11963,TrustRoute-StrongestQueried,2,A,7.125e-05,1.5817070007324219,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7266,TrustRoute-StrongestQueried,2,B,2.085e-05,1.7691619396209717,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4686,TrustRoute-StrongestQueried,2,C,2.4749999999999995e-05,2.562598943710327,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-6687,TrustRoute-StrongestQueried,2,C,1.9349999999999996e-05,1.5310840606689453,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-9274,TrustRoute-StrongestQueried,2,B,3.0449999999999998e-05,1.2205684185028076,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2632,TrustRoute-StrongestQueried,2,B,1.9649999999999997e-05,1.15555739402771,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-816,TrustRoute-StrongestQueried,2,B,2.9099999999999996e-05,1.6595139503479004,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4943,TrustRoute-StrongestQueried,2,C,4.4699999999999996e-05,1.580756425857544,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-3867,TrustRoute-StrongestQueried,2,B,2.6549999999999998e-05,1.748426914215088,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13812,TrustRoute-StrongestQueried,2,A,3.0449999999999998e-05,1.8497226238250732,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13248,TrustRoute-StrongestQueried,2,D,2.9099999999999996e-05,1.4131019115447998,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11885,TrustRoute-StrongestQueried,2,C,3.2399999999999995e-05,1.233766794204712,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-3789,TrustRoute-StrongestQueried,2,C,1.9199999999999996e-05,1.9604837894439697,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2583,TrustRoute-StrongestQueried,2,B,1.7549999999999996e-05,1.7275888919830322,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13087,TrustRoute-StrongestQueried,2,A,2.9849999999999997e-05,1.0417215824127197,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7470,TrustRoute-StrongestQueried,2,C,1.575e-05,1.2301928997039795,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-10054,TrustRoute-StrongestQueried,2,C,2.2799999999999995e-05,1.1194953918457031,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2716,TrustRoute-StrongestQueried,2,A,2.6249999999999998e-05,1.4512996673583984,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7659,TrustRoute-StrongestQueried,2,C,1.6949999999999995e-05,1.5422515869140625,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7485,TrustRoute-StrongestQueried,2,C,1.7399999999999996e-05,1.571725845336914,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7073,TrustRoute-StrongestQueried,2,B,1.7999999999999997e-05,1.1224288940429688,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2056,TrustRoute-StrongestQueried,2,D,1.7399999999999996e-05,1.9621562957763672,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11054,TrustRoute-StrongestQueried,2,B,4.215e-05,1.5324862003326416,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-12622,TrustRoute-StrongestQueried,2,D,1.8149999999999997e-05,1.0743577480316162,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-9814,TrustRoute-StrongestQueried,2,B,1.7549999999999996e-05,1.728243350982666,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-1105,TrustRoute-StrongestQueried,2,C,1.8899999999999995e-05,2.3296689987182617,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-6593,TrustRoute-StrongestQueried,2,C,2.2349999999999994e-05,2.3022358417510986,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2117,TrustRoute-StrongestQueried,2,B,3.255e-05,1.8318047523498535,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13979,TrustRoute-StrongestQueried,2,C,1.6949999999999995e-05,1.2568359375,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-2310,TrustRoute-StrongestQueried,2,C,2.3549999999999996e-05,1.704777479171753,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-13576,TrustRoute-StrongestQueried,2,A,2.7299999999999996e-05,1.2102181911468506,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11471,TrustRoute-StrongestQueried,2,B,4.185e-05,1.1567575931549072,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-3026,TrustRoute-StrongestQueried,2,"B, D",1.95e-05,1.2378499507904053,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-12040,TrustRoute-StrongestQueried,2,C,5.399999999999999e-05,2.211524248123169,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-8020,TrustRoute-StrongestQueried,2,B,1.6199999999999997e-05,2.1687018871307373,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-1224,TrustRoute-StrongestQueried,2,A,3.6e-05,1.1443860530853271,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-756,TrustRoute-StrongestQueried,2,A,2.0399999999999998e-05,2.423475742340088,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-11376,TrustRoute-StrongestQueried,2,A,6.03e-05,1.2821087837219238,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-1945,TrustRoute-StrongestQueried,2,D,1.9199999999999996e-05,1.2847228050231934,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-12856,TrustRoute-StrongestQueried,2,C,2.685e-05,1.3407986164093018,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7021,TrustRoute-StrongestQueried,2,B,1.7099999999999996e-05,1.182102918624878,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-9498,TrustRoute-StrongestQueried,2,C,2.4149999999999997e-05,1.8537425994873047,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-1798,TrustRoute-StrongestQueried,2,B,1.6649999999999998e-05,1.324042558670044,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-9725,TrustRoute-StrongestQueried,2,C,1.7699999999999997e-05,1.1415066719055176,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4738,TrustRoute-StrongestQueried,2,D,3.0449999999999998e-05,1.6892468929290771,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-4556,TrustRoute-StrongestQueried,2,B,2.175e-05,1.1743345260620117,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-8184,TrustRoute-StrongestQueried,2,A,2.8199999999999994e-05,1.6890113353729248,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-8632,TrustRoute-StrongestQueried,2,B,2.9699999999999997e-05,1.2348735332489014,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-7304,TrustRoute-StrongestQueried,2,D,1.7699999999999997e-05,1.3939852714538574,0,0,cand-gpt-4o-mini,stage1_early_stop,
mmlu,mmlu-10380,TrustRoute-StrongestQueried,2,B,2.4749999999999995e-05,1.7893195152282715,0,0,cand-gpt-4o-mini,stage1_early_stop,
